GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE,Facility Id,Latitude,Longitude,_source_sheet
1000022.0,110000619466.0,2023.0,ISP TECHNOLOGIES TEXAS CITY PLANT,4501 ATTWATER AVENUE,TEXAS CITY,TX,77590,GALVESTON COUNTY,ASHLAND GLOBAL HOLDINGS INC,8145 Blazer Drive,Wilmington,DE,19808,100.0,325199.0,1000022,29.428586,-94.968558,Direct Point Emitters
1000023.0,110000454758.0,2023.0,Ardagh Glass Inc. (Sapulpa),1000 NORTH MISSION STREET,SAPULPA,OK,74066,CREEK COUNTY,ARDAGH GLASS INC,"10194 Crosspoint Blvd, Suite 410",Indianapolis,IN,46256,100.0,327213.0,1000023,36.009924,-96.099233,Direct Point Emitters
1000024.0,110000489659.0,2023.0,Ardagh Glass Inc. (Seattle),5801 EAST MARGINAL WAY SOUTH,SEATTLE,WA,98134,KING COUNTY,ARDAGH GLASS INC,"10194 Crosspoint Blvd, Suite 410",Indianapolis,IN,46256,100.0,327213.0,1000024,47.551767,-122.337152,Direct Point Emitters
1000025.0,110000449863.0,2023.0,PLACID REFINING CO LLC - PORT ALLEN REFINERY,"1940 LA HWY 1, NORTH",PORT ALLEN,LA,70767,WEST BATON ROUGE PARISH,THE WILLIAM HERBERT HUNT TRUST ESTATE,"1601 Elm Street, Suite 3900",Dallas,TX,75201,100.0,324110.0,1000025,30.475803,-91.208107,Direct Point Emitters
1000026.0,110000347802.0,2023.0,Ardagh Glass Inc. (Wilson),2201 FIRESTONE PARKWAY,WILSON,NC,27893,WILSON COUNTY,ARDAGH GLASS INC,10194 CROSSPOINT BLVD STE 410,Indianapolis,IN,46256,100.0,327213.0,1000026,35.7602,-77.8826,Direct Point Emitters
1000027.0,110001120144.0,2023.0,The Children\s Hospital of Philadelphia,34th Street and Civic Center Boulevard,Philadelphia,PA,19104,PHILADELPHIA COUNTY,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,34Th St & Civic Center Blvd,Philadelphia,PA,19104,100.0,622110.0,1000027,39.94776,-75.19391,Direct Point Emitters
1000028.0,110017984519.0,2023.0,Ardagh Glass Inc. (Pevely),1500 Ardagh Group Drive,PEVELY,MO,63070,JEFFERSON COUNTY,ARDAGH GLASS INC,"10194 Crosspoint Blvd, Suite 410",Indianapolis,IN,46256,100.0,327213.0,1000028,38.29372,-90.39969,Direct Point Emitters
1000029.0,110015969941.0,2023.0,NUCOR STEEL SEATTLE INC,2424 SOUTHWEST ANDOVER STREET,SEATTLE,WA,98106,KING COUNTY,NUCOR CORP,"1915 Rexford Road, Suite 400",Charlotte,NC,28211,100.0,331110.0,1000029,47.569331,-122.367332,Direct Point Emitters
1000030.0,110069723062.0,2023.0,US MAGNESIUM LLC,12819 North Skull Valley Rd,Grantsville,UT,84029,TOOELE COUNTY,THE RENCO GROUP INC,"1 Rockefeller Plaza, 29Th Fl.",New York,NY,10112,100.0,331410.0,1000030,40.913462,-112.734503,Direct Point Emitters
1000031.0,110035777228.0,2023.0,Northwest Regional Landfill,19401 W. Deer Valley Rd,Surprise,AZ,85387,MARICOPA COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212.0,1000031,33.681904,-112.476438,Direct Point Emitters
1000032.0,110030900997.0,2023.0,KRATON Corporation,2419 State Route 618,BELPRE,OH,45714,WASHINGTON COUNTY,KRATON CORP,15710 John F. Kennedy Blvd. #300,Houston,TX,77032,100.0,325212.0,1000032,39.281072,-81.637901,Direct Point Emitters
1000034.0,110067425799.0,2023.0,ADM SOYBEAN PROCESSING - DES MOINES,1935 EAST EUCLID AVENUE,DES MOINES,IA,50313,POLK COUNTY,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100.0,311224.0,1000034,41.626329,-93.583205,Direct Point Emitters
1000035.0,110037615694.0,2023.0,THE ANDERSONS MARATHON HOLDINGS LLC,5728 E SEBRING WARNER RD,GREENVILLE,OH,45331,DARKE COUNTY,THE ANDERSONS INC,1947 Briarfield Blvd,Maumee,OH,43537,50.0,325193.0,1000035,40.081111,-84.591667,Direct Point Emitters
1000036.0,110043974287.0,2023.0,UNIVERSITY OF CINCINNATI,3000 Glendora Ave.,CINCINNATI,OH,45219,HAMILTON COUNTY,UNIVERSITY OF CINCINNATI,2600 Clifton Ave.,Cincinnati,OH,45221,100.0,611310.0,1000036,39.13457,-84.50982,Direct Point Emitters
1000037.0,110070276370.0,2023.0,TYSON FRESH MEATS INC,28424 38th Avenue North,Hillsdale,IL,61257,ROCK ISLAND COUNTY,TYSON FOODS INC,2200 W Don Tyson Parkway,Springdale,AR,72762,100.0,311611.0,1000037,41.5514,-90.2256,Direct Point Emitters
1000038.0,110071162155.0,2023.0,TYSON FRESH MEATS,13983 DODD ROAD,WALLULA,WA,99363,WALLA WALLA COUNTY,TYSON FOODS INC,2200 W Don Tyson Parkway,Springdale,AR,72762,100.0,311611.0,1000038,46.13672,-118.91564,Direct Point Emitters
1000039.0,110032937080.0,2023.0,GE's Grid Solutions,One Power Lane,Charleroi,PA,15022,WASHINGTON COUNTY,GENERAL ELECTRIC CO,5 Necco Street,Boston,MA,02210,100.0,335313.0,1000039,40.124713,-79.930463,Direct Point Emitters
1000040.0,110071161142.0,2023.0,"Tyson Fresh Meats, Inc.- Dakota City, NE",5200 Highway 35 & IBP Avenue,DAKOTA CITY,NE,68731,DAKOTA COUNTY,TYSON FOODS INC,2200 W Don Tyson Parkway,Springdale,AR,72762,100.0,311611.0,1000040,42.424893,-96.514309,Direct Point Emitters
1000041.0,110001923278.0,2023.0,WISCONSIN PAPERBOARD,1514 E THOMAS AVE,MILWAUKEE,WI,53211,MILWAUKEE COUNTY,GREIF INC,425 Winter Road,Delaware,OH,43015,100.0,322130.0,1000041,43.06138,-87.89162,Direct Point Emitters
1000042.0,110064434152.0,2023.0,Eco-Services HOUSTON PLANT,8615 MANCHESTER STREET,HOUSTON,TX,77012,HARRIS COUNTY,ECOVYST INC,8615 Manchester Street,Houston,TX,77012,100.0,325180.0,1000042,29.71829,-95.27112,Direct Point Emitters
1000043.0,110070828261.0,2023.0,Linde Inc Texas City Hydrogen Complex,"1720 GRANT AVE, GATE 16",TEXAS CITY,TX,77590,GALVESTON COUNTY,LINDE GAS NORTH AMERICA LLC,10 Riverview Dr.,Danbury,CT,06810,100.0,325120.0,1000043,29.37452,-94.94151,Direct Point Emitters
1000044.0,110064433885.0,2023.0,Eco-Services BAYTOWN PLANT,3439 PARK STREET,BAYTOWN,TX,77520,HARRIS COUNTY,ECOVYST INC,300 Lindenwood Drive,Malvern,PA,19355,100.0,325180.0,1000044,29.74877,-95.00277,Direct Point Emitters
1000045.0,110028676966.0,2023.0,TYSON POULTRY INC.-SEDALIA,19571 WHITFIELD RD,SEDALIA,MO,65301,PETTIS COUNTY,TYSON FOODS INC,2200 W Don Tyson Parkway,Springdale,AR,72762,100.0,311615.0,1000045,38.75087,-93.326088,Direct Point Emitters
1000046.0,110017973335.0,2023.0,BADLANDS SANITARY LANDFILL,31125 IRONWOOD AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE COUNTY,COUNTY OF RIVERSIDE CALIFORNIA,4080 Lemon St,Riverside,CA,92501,100.0,562212.0,1000046,33.9541,-117.1168,Direct Point Emitters
1000047.0,110009913415.0,2023.0,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,TOWN OF SEARSPORT MAINE,1 Union St,Searsport,ME,04974,0.21,562213.0,1000047,44.738333,-68.825833,Direct Point Emitters
1000048.0,110070030311.0,2023.0,"ALLISON TRANSMISSION, Inc.",One Allison Way,INDIANAPOLIS,IN,46222,MARION COUNTY,ALLISON TRANSMISSION HOLDINGS INC,One Allison Way,Indianapolis,IN,46222,100.0,336350.0,1000048,39.779861,-86.240969,Direct Point Emitters
1000049.0,110071159567.0,2023.0,Lange,2900 LANGE ROAD,RAPID CITY,SD,57702,Pennington,BLACK HILLS CORP,7001 Mt Rushmore Road,Rapid City,SD,57702,100.0,221112.0,1000049,44.1212,-103.2608,Direct Point Emitters
1000050.0,110069499279.0,2023.0,Wygen I,13151 HIGHWAY 51,GILLETTE,WY,82718,Campbell,BLACK HILLS CORP,7001 Mt Rushmore Road,Rapid City,SD,57702,76.5,221112.0,1000050,44.2862,-105.3843,Direct Point Emitters
1000051.0,110070059908.0,2023.0,"Mariposa Energy, LLC",4887 Bruns Road,Byron,CA,94514,ALAMEDA COUNTY,MITSUBISHI CORP (AMERICAS),"655 Third Avenue, 5Th Floor",New York,NY,10017,100.0,221112.0,1000051,37.7965,-121.6049,Direct Point Emitters
1000052.0,110012547431.0,2023.0,Mesquite Generating Station,37625 W ELLIOT RD,ARLINGTON,AZ,85322,Maricopa,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,1500 N Mill Avenue,Tempe,AZ,85281,50.0,221112.0,1000052,33.3451,-112.8638,Direct Point Emitters
1000053.0,110009781995.0,2023.0,TEXAS MEDICAL CENTER CENTRAL HEATING AND COOLING SERVICES CORPORATION,1615 BRAESWOOD,HOUSTON,TX,77030,HARRIS COUNTY,TEXAS MEDICAL CENTER CENTRAL HEATING & COOLING SERVICES CORP,1615 Braeswood Blvd.,Houston,TX,77030,100.0,221330.0,1000053,29.703682,-95.396186,Direct Point Emitters
1000054.0,110071160313.0,2023.0,City of Tallahassee Natural Gas Utility,2602 Jackson Bluff Road,Tallahassee,FL,32304,LEON COUNTY,CITY OF TALLAHASSEE FLORIDA,300 South Adams Street,Tallahassee,FL,32301,100.0,221210.0,1000054,30.438668,-84.332457,LDC - Direct Emissions
1000056.0,110000308523.0,2023.0,SPECIALTY MINERALS,260 COLUMBIA STREET,ADAMS,MA,1220,BERKSHIRE COUNTY,MINERALS TECHNOLOGIES INC,622 Third Avenue,New York,NY,10017,100.0,327410.0,1000056,42.6432,-73.1135,Direct Point Emitters
1000059.0,110021355816.0,2023.0,Tenaska Kiamichi Generating Station,4386 Old 69 Road,KIOWA,OK,74553,Pittsburg,KIOWA POWER PARTNERS LLC,14302 Fnb Parkway,Omaha,NE,68154,100.0,221112.0,1000059,34.6831,-95.9349,Direct Point Emitters
1000060.0,110022515777.0,2023.0,Limon Generating Station,48303 STATE ROAD 71,LIMON,CO,80828,Lincoln,TRI-STATE GENERATION & TRANSMISSION ASSOC INC,1100 W. 116Th Avenue,Westminster,CO,80234,100.0,221112.0,1000060,39.2038,-103.7005,Direct Point Emitters
1000061.0,110006657885.0,2023.0,Frank Knutson Station,13501 POWHATEN ROAD,COMMERCE CITY,CO,80022,Adams,TRI-STATE GENERATION & TRANSMISSION ASSOC INC,1100 W. 116Th Avenue,Westminster,CO,80234,100.0,221112.0,1000061,39.9414,-104.6817,Direct Point Emitters
1000062.0,110071162085.0,2023.0,MT JEWETT COMPLEX,149 Temple Drive,KANE,PA,16735,MCKEAN COUNTY,KOCH INDUSTRIES INC,"4111 E 37Th Street North, Wichita,  KS 67220-3298",Wichita,KS,67220-3298,100.0,327420.0,1000062,41.7,-78.48,Direct Point Emitters
1000063.0,110070244363.0,2023.0,CHIEF ETHANOL FUELS INC,4225 E SOUTH ST,HASTINGS,NE,68901,ADAMS COUNTY,CHIEF INDUSTRIES INC,3942 W Old Hwy 30,Grand Island,NE,68803,100.0,325193.0,1000063,40.585,-98.318889,Direct Point Emitters
1000064.0,110000516834.0,2023.0,LONE STAR GAS LIQUIDS,19430 BEECH AVENUE,SHAFTER,CA,93263,KERN COUNTY,PLAINS GP HOLDINGS LP,"333 Clay Street, Ste. 1600",Houston,TX,77002,100.0,211130.0,1000064,35.447778,-119.26,Direct Point Emitters
1000066.0,110002146080.0,2023.0,"INGOMAR PACKING COMPANY, LLC",9950 SOUTH INGOMAR GRADE,LOS BANOS,CA,93635,MERCED COUNTY,INGOMAR PACKING CO,Po Box 1448,Los Banos,CA,93635,100.0,311421.0,1000066,37.07479,-120.877445,Direct Point Emitters
1000068.0,110070081751.0,2023.0,Apex Generating Station,15555 APEX POWER PARKWAY,LAS VEGAS,NV,89165,Clark,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,1160 Nicole Court,Glendora,CA,91740,100.0,221112.0,1000068,36.4178,-114.9622,Direct Point Emitters
1000069.0,110006547870.0,2023.0,"Wallingford Energy, LLC",115 John St,Wallingford,CT,6460,New Haven,"LS Power Development, LLC","One Tower Center Blvd., 21st Floor",East Brunswick,NJ,08816,100.0,221112.0,1000069,41.4486,-72.8358,Direct Point Emitters
1000070.0,110070081752.0,2023.0,High Desert Power Project,19000 PERIMETER RD/STE 102,VICTORVILLE,CA,92394,San Bernardino,MIDDLE RIVER POWER LLC,"200 W Madison Street, Suite 3810",Chicago,IL,60606,100.0,221112.0,1000070,34.5953,-117.3647,Direct Point Emitters
1000071.0,110043196528.0,2023.0,York Energy Center,1055 Pikes Peak Road,Delta,PA,17314,York,CPN MANAGEMENT LP,40 Beechwood Road,Summit,NJ,07901,100.0,221112.0,1000071,39.738,-76.3072,Direct Point Emitters
1000073.0,110071161494.0,2023.0,City of Corinth Gas & Water Department,305 W. Waldron St.,Corinth,MS,38834,ALCORN COUNTY,CORINTH UTILITIES COMMISSION,305 W. Waldron St.,Corinth,MS,38834,100.0,221210.0,1000073,,,
1000074.0,110041513109.0,2023.0,"Escondido Energy Center, LLC",1968 DON LEE PLACE,ESCONDIDO,CA,92029,San Diego,WELLHEAD ELECTRIC CO,"650 Bercut Drive, Suite C",Sacramento,CA,95811,100.0,221112.0,1000074,33.1261,-117.1172,Direct Point Emitters
1000076.0,110071160498.0,2023.0,Klamath Energy LLC,4940 Hwy 97 South,Klamath Falls,OR,97603,Klamath,AVANGRID INC,180 Marsh Hill Road,Orange,CT,06477,100.0,221112.0,1000076,42.1727,-121.8144,Direct Point Emitters
1000077.0,110071161619.0,2023.0,"REPUBLIC STEEL, LACKAWANNA",S3049 LAKESHORE RD.,BLASDELL,NY,14219,ERIE COUNTY,REPUBLIC STEEL,2633 Eighth St Ne,Canton,OH,44704,100.0,331110.0,1000077,42.80166,-78.84166,Direct Point Emitters
1000079.0,110043969701.0,2023.0,SOUTHERN ILLINOIS UNIVERSITY,210 PHYSICAL PLANT DR,CARBONDALE,IL,62901,JACKSON COUNTY,SOUTHERN ILLINOIS UNIVERSITY SYSTEM,1400 Douglas Drive,Carbondale,IL,62901,100.0,611310.0,1000079,37.71083,-89.21754,Direct Point Emitters
1000083.0,110071162278.0,2023.0,Springhill,3805 NW 97th Blvd,Springhill,FL,32606,ALACHUA COUNTY,CITY OF GAINESVILLE FLORIDA,200 East University Avenue,Gainesville,FL,32601,100.0,221210.0,1000083,,,
1000084.0,,2023.0,Seminole (136),STATE HIGHWAY 17,PALATKA,FL,32708,Putnam,SEMINOLE ELECTRIC COOPERATIVE INC,16313 North Dale Mabry Highway,Tampa,FL,33618,100.0,221112.0,1000084,29.7333,-81.6339,Direct Point Emitters
1000085.0,110007250009.0,2023.0,Hartwell Energy Facility,415 SMITH MCGEE HWY,HARTWELL,GA,30643,Hart,OGLETHORPE POWER CORP,2100 East Exchange Place,Tucker,GA,30084,100.0,221112.0,1000085,34.3387,-82.8207,Direct Point Emitters
1000086.0,110010575635.0,2023.0,Chemours Johnsonville Site,1950 DUPONT ROAD,NEW JOHNSONVILLE,TN,37134,Humphreys,THE CHEMOURS CO,1007 Market Street,Wilmington,DE,19898,100.0,325130.0,1000086,36.0419,-87.9753,Direct Point Emitters
1000087.0,110000338910.0,2023.0,Energy Center Dover,1280 W NORTH ST,DOVER,DE,19904,Kent,DCO ENERGY LLC,"5429 Harding Highway, Building 500",Mays Landing,NJ,08330,100.0,221112.0,1000087,39.1467,-75.5461,Direct Point Emitters
1000088.0,110067382013.0,2023.0,GSA Central Heating,325 13th STREETS SOUTHWEST,WASHINGTON,DC,20407,,US GOVERNMENT,,,,,,221330.0,1000088,38.8856,-77.0244,Direct Point Emitters
1000089.0,110038495768.0,2023.0,AdvanSix Resins & Chemicals LLC,2501 MARGARET STREET,PHILADELPHIA,PA,19137,Philadelphia,ADVANSIX INC,"300 Kimball Drive, Suite 101",Parsippany,NJ,07054,100.0,325194.0,1000089,40.0067,-75.0686,Direct Point Emitters
1000090.0,110070393975.0,2023.0,CITY OF GRAND PRAIRIE LANDFILL,1102 MACARTHUR BLVD,GRAND PRAIRIE,TX,75050,DALLAS COUNTY,CITY OF GRAND PRAIRIE TEXAS,P.O. Box 534045,Grand Prairie,TX,75053,100.0,562212.0,1000090,32.771292,-96.96002,Direct Point Emitters
1000091.0,110071159598.0,2023.0,Norwich,16 S GOLDEN ST,NORWICH,CT,6360,New London,CITY OF NORWICH CONNECTICUT,16 South Golden St,Norwich,CT,06360,100.0,221210.0,1000091,41.5269,-72.0631,LDC - Direct Emissions
1000092.0,110001948046.0,2023.0,Kneeland Station,165 Kneeland St.,Boston,MA,2111,Suffolk,VICINITY ENERGY INC,"100 Franklin St., 2nd Floor",Boston,MA,02110-1538,100.0,221330.0,1000092,42.35,-71.0583,Direct Point Emitters
1000093.0,110000324435.0,2023.0,Momentive Performance Materials,260 HUDSON RIVER ROAD,WATERFORD,NY,12188,Saratoga,MOM HOLDING CO,260 Hudson River Road,Waterford,NY,12188,100.0,325211.0,1000093,42.8158,-73.6728,Direct Point Emitters
1000094.0,110071161711.0,2023.0,Zia Natural Gas Company,100 Short Drive,Ruidoso Downs,NM,88346,LINCOLN COUNTY,NATURAL GAS PROCESSING CO,101 Division St.,Worland,WY,82401,100.0,221210.0,1000094,,,
1000095.0,110021321693.0,2023.0,Red Oak Power LLC,832 RED OAK LANE,SAYREVILLE,NJ,8872,Middlesex,RED OAK POWER LLC,832 Red Oak Lane,Sayreville,NJ,08872,100.0,221112.0,1000095,40.4481,-74.3497,Direct Point Emitters
1000097.0,110070396551.0,2023.0,Gila River Power Station,1250 E. Watermelon Road,Gila Bend,AZ,85337,Maricopa,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,1500 N Mill Avenue,Tempe,AZ,85281,50.0,221112.0,1000097,32.9761,-112.694,Direct Point Emitters
1000098.0,110015743383.0,2023.0,"Wise County Power Company, LLC",800 BOONS CREEK LANE,POOLVILLE,TX,76487,Wise,Vistra Corp,6555 Sierra Drive,Irving,TX,75039,100.0,221112.0,1000098,33.0583,-97.9103,Direct Point Emitters
1000099.0,110070828211.0,2023.0,Robinson Refinery,400 S. Marathon Avenue,Robinson,IL,62454,Crawford,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100.0,324110.0,1000099,39.0,-87.7222,Direct Point Emitters
1000100.0,110012268768.0,2023.0,Harquahala Generating Company,2530 NORTH 491 AVE,TONOPAH,AZ,85354,Maricopa,NEW HARQUAHALA GENERATING CO LLC,"6000 Legacy Drive, Plano",Plano,TX,75024,100.0,221112.0,1000100,33.4759,-113.1133,Direct Point Emitters
1000101.0,110071159600.0,2023.0,Athens Generating Company,9300 U S HIGHWAY 9W,ATHENS,NY,12015,Greene,NEW ATHENS GENERATING CO LLC,6000 Legacy Drive,Plano,TX,75024,100.0,221112.0,1000101,42.2728,-73.8492,Direct Point Emitters
1000102.0,110013729251.0,2023.0,Sunrise Power Company,12857 SUNRISE ROAD,FELLOWS,CA,93224,Kern,Hull Street Energy,4747 BETHESDA AVENUE; SUITE 1220,BETHESDA,MD,20814,100.0,221112.0,1000102,35.2097,-119.585,Direct Point Emitters
1000104.0,110000385164.0,2023.0,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,650 MILLER ROAD,AVON LAKE,OH,44012,LORAIN COUNTY,FORD MOTOR CO,One American Road,Dearborn,MI,48126,100.0,336110.0,1000104,41.48346,-82.06112,Direct Point Emitters
1000105.0,110000888549.0,2023.0,Ardagh Glass Inc. (Dolton),13850 COTTAGE GROVE AVENUE,DOLTON,IL,60419,COOK COUNTY,ARDAGH GLASS INC,"10194 Crosspoint Blvd, Suite 410",Indianapolis,IN,46256,100.0,327213.0,1000105,41.642117,-87.599663,Direct Point Emitters
1000106.0,110017747205.0,2023.0,Waterford Plant,201 RIGHTEOUS RIDGE ROAD,WATERFORD,OH,45786,Washington,LIGHTSTONE GENERATION LLC,500 Alexander Park Drive,Princeton,NJ,08540,100.0,221112.0,1000106,39.5314,-81.7172,Direct Point Emitters
1000107.0,110012174627.0,2023.0,Osprey Energy Center,1651 W DERBY AVE,AUBURNDALE,FL,33823,Polk,DUKE ENERGY CORP,550 S Tryon Street,Charlotte,NC,28202,100.0,221112.0,1000107,28.0525,-81.8083,Direct Point Emitters
1000108.0,110071161841.0,2023.0,North 1st,NORTH 1ST & 47-79 RIVER ST,BROOKLYN,NY,11211,Kings,NEW YORK POWER AUTHORITY,"250 Martine Avenue, Apt 2E",White Plains,NY,10601,100.0,221112.0,1000108,40.7168,-73.9665,Direct Point Emitters
1000109.0,110004588875.0,2023.0,West Lorain,7101 WEST ERIE AVE,LORAIN,OH,44053,Lorain,EDGEWATER GENERATION HOLDINGS LLC,591 West Putnam Avenue,Greenwich,CT,06830-6005,100.0,221112.0,1000109,41.4297,-82.2633,Direct Point Emitters
1000110.0,110035803262.0,2023.0,Midulla Generating Station,6697 COUNTY ROAD 663,BOWLING GREEN,FL,33834,Hardee,SEMINOLE ELECTRIC COOPERATIVE INC,16313 North Dale Mabry Highway,Tampa,FL,33618,100.0,221112.0,1000110,27.6417,-81.9625,Direct Point Emitters
1000111.0,110012158734.0,2023.0,Vernon Boulevard,42 30 VERNON BLVD,LONG ISLAND CITY,NY,11427,Queens,NEW YORK POWER AUTHORITY,"250 Martine Avenue, Apt 2E",White Plains,NY,10601,100.0,221112.0,1000111,40.7539,-73.9506,Direct Point Emitters
1000112.0,110071159492.0,2023.0,23rd and 3rd,730 3rd Avenue,BROOKLYN,NY,11232,Kings,NEW YORK POWER AUTHORITY,"250 Martine Avenue, Apt 2E",White Plains,NY,10601,100.0,221112.0,1000112,40.663,-74.0,Direct Point Emitters
1000113.0,110028050230.0,2023.0,Pouch Terminal,143 EDGEWATER STREET,STATEN ISLAND,NY,10305,Richmond,NEW YORK POWER AUTHORITY,"250 Martine Avenue, Apt 2E",White Plains,NY,10601,100.0,221112.0,1000113,40.6188,-74.069,Direct Point Emitters
1000114.0,110071159493.0,2023.0,Brentwood,PILGRIM STATE HOSPITAL/1650 ISLIP AVE,BRENTWOOD,NY,11717,Suffolk,NEW YORK POWER AUTHORITY,"250 Martine Avenue, Apt 2E",White Plains,NY,10601,100.0,221112.0,1000114,40.787,-73.2933,Direct Point Emitters
