GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE,Facility Id,Latitude,Longitude,_source_sheet,owner
1006798.0,110001844274.0,2023.0,SOUTH CHESTER CO2 REMOVAL FACILITY,6250 OLD STATE ROAD,JOHANNESBURG,MI,49751,OTSEGO COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,86.8,486210.0,1006798,44.9159,-84.5411,Direct Point Emitters,PHILLIPS 66
1006799.0,110043808984.0,2023.0,Rock Creek Gas Plant,,BORGER,TX,79007,HUTCHINSON COUNTY,IACX ENERGY LLC,"5001 Lbj Freeway, Suite 300",Dallas,TX,75244,100.0,211130.0,1006799,35.6739,-101.4105,Direct Point Emitters,other
1006800.0,110043792884.0,2023.0,GOLDSMITH GAS PLANT,,GOLDSMITH,TX,79741,ECTOR COUNTY,ENBRIDGE (US) INC,5416 Westheimer Court,Houston,TX,77056,13.2,211130.0,1006800,31.9809,-102.6344,Direct Point Emitters,PHILLIPS 66
1006887.0,110043973153.0,2023.0,Atmos Energy Corporation - Tennessee,5430 LBJ Freeway,Dallas,TX,75240,DALLAS COUNTY,ATMOS ENERGY CORP,5430 Lbj Freeway,Dallas,TX,75240,100.0,221210.0,1006887,32.92548,-96.81613,LDC - Direct Emissions,other
1006905.0,110007161533.0,2023.0,DCP MIDSTREAM LP/OKARCHE GAS PLT,6 MI W ON COUNTY LINE RD,OKARCHE,OK,73762,KINGFISHER COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,86.8,211130.0,1006905,35.734125,-98.084146,Direct Point Emitters,PHILLIPS 66
1007011.0,110071159281.0,2023.0,City of Rensselaer Gas Utility,706 N. Cullen,Rensselaer,IN,47978,JASPER COUNTY,CITY OF RENSSELAER GAS UTILITY,706 N. Cullen St / Po Box 280,Rensselaer,IN,47978,100.0,221210.0,1007011,40.94284,-87.15426,LDC - Direct Emissions,other
1007020.0,110071159900.0,2023.0,Murray Natural Gas,200 Andrus Dr,Murray,KY,42071,CALLOWAY COUNTY,CITY OF MURRAY KENTUCKY,200 Andrus Drive,Murray,KY,42071,100.0,221210.0,1007020,36.61977,-88.29808,LDC - Direct Emissions,other
1007021.0,110071161140.0,2023.0,Humboldt Utilities,207 South 13th Ave.,Humboldt,TN,38346,GIBSON COUNTY,CITY OF HUMBOLDT CALIFORNIA,1059 West Hawthorne St.,Eureka,CA,95501,100.0,221210.0,1007021,36.029533,-88.808073,LDC - Direct Emissions,other
1007039.0,110071159796.0,2023.0,NW Natural - Oregon,250 SW Taylor Street,Portland,OR,97204,MULTNOMAH COUNTY,NORTHWEST NATURAL HOLDING CO,250 SW Taylor Street,Portland,OR,97204,100.0,221210.0,1007039,45.52471,-122.67244,LDC - Direct Emissions,other
1007104.0,110034242077.0,2023.0,Coyanosa Gas Plant,4259 Mobil Road,Coyanosa,TX,79730,PECOS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100.0,211130.0,1007104,31.190833,-102.989444,Direct Point Emitters,ENERGY TRANSFER LP
1007107.0,110071161440.0,2023.0,Yankee Gas Supply,107 Selden Street,Berlin,CT,6037,HARTFORD COUNTY,EVERSOURCE ENERGY,P.O. Box 270,Hartford,CT,06141,100.0,221210.0,1007107,41.614604,-72.780642,LDC - Direct Emissions,other
1007125.0,110071160774.0,2023.0,SAN DIEGO GAS & ELECTRIC (LDC),8316 CENTURY PARK CT,SAN DIEGO,CA,92123,SAN DIEGO COUNTY,SEMPRA ENERGY INC,488 8th Avenue,San Diego,CA,92101,100.0,221210.0,1007125,32.823398,-117.144081,LDC - Direct Emissions,other
1007304.0,110071161314.0,2023.0,Columbia Gas of Virginia,801 East 86th Avenue,Merrillville,IN,46410,CHESTERFIELD COUNTY,NISOURCE INC,801 E 86Th Ave,Merrillville,IN,46410,100.0,221210.0,1007304,37.36375,-77.39516,LDC - Direct Emissions,other
1007319.0,110071161433.0,2023.0,"Memphis Light, Gas, and Water",220 South Main Street,memphis,TN,38103,SHELBY COUNTY,CITY OF MEMPHIS TENNESSEE,220 South Main,Memphis,TN,38103-3917,100.0,221122.0,1007319,35.139647,-90.055223,LDC - Direct Emissions,other
1007352.0,110062395144.0,2023.0,Lowry Gas Plant,810 Lowry Hwy,Lowry,LA,70549,CAMERON PARISH,TARGA RESOURCES CORP,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130.0,1007352,30.006607,-92.782745,Direct Point Emitters,TARGA RESOURCES CORP
1007356.0,110071160012.0,2023.0,"UGI Utilities, Inc.",1 UGI Drive,Denver,PA,17517,,UGI CORP,500 North Gulph Road,King of Prussia,PA,19406,100.0,221210.0,1007356,40.372376,-75.915056,LDC - Direct Emissions,other
1007361.0,110071161925.0,2023.0,Columbia Gas of Kentucky,801 East 86th Avenue,Merrillville,IN,46410,FAYETTE COUNTY,NISOURCE INC,801 E 86Th Ave,Merrillville,IN,46410,100.0,221210.0,1007361,38.08005,-84.53753,LDC - Direct Emissions,other
1007367.0,,2023.0,BPE GPRP Grasslands Gas Plant,,Cartwright,ND,58838,Mckenzie,ONEOK INC,100 West Fifth Street,Tulsa,OK,74103,100.0,211130.0,1007367,47.59043,-104.0005,Direct Point Emitters,other
1007381.0,110071159550.0,2023.0,Minnesota Energy Resources Corporation,2665 145th Street West,Rosemount,MN,55068,DAKOTA COUNTY,WEC Energy Group Inc,231 W Michigan St,Milwaukee,WI,53203,100.0,221210.0,1007381,44.73922,-93.11919,LDC - Direct Emissions,other
1007396.0,110000545517.0,2023.0,Venice Gas Plant,1565 Tidewater Rd,Venice,LA,70091,PLAQUEMINES PARISH,ENTERPRISE PRODUCTS PARTNERS LP,"1100 Louisiana Street, 10th Floor",Houston,TX,77002,13.0,211130.0,1007396,29.23632,-89.38555,Direct Point Emitters,TARGA RESOURCES CORP
1007399.0,110000503018.0,2023.0,Waskom Gas Processing Plant,155 Private Road 1133,Waskom,TX,75692,HARRISON COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100.0,211130.0,1007399,32.472494,-94.071155,Direct Point Emitters,ENERGY TRANSFER LP
1007430.0,110043782975.0,2023.0,"NGPL Station 388 Storage, Longview, TX",19935 FM 449,Longview,TX,75605,HARRISON COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100.0,486210.0,1007430,32.60055,-94.66629,Direct Point Emitters,KINDER MORGAN INC
1007441.0,110071159283.0,2023.0,Eunice Gas Plant,,Eunice,NM,88231,LEA COUNTY,TARGA RESOURCES CORP,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130.0,1007441,32.42615,-103.148564,Direct Point Emitters,TARGA RESOURCES CORP
1007449.0,,2023.0,"TGG PIPELINE, LTD. - HOLLY COMMON POINT #6 FACILITY",140 YEARWOOD RD.,SHREVEPORT,LA,71115,,"CLEARFORK MIDSTREAM, LLC",8451 Hwy. 175,Grand Cane,LA,71032,100.0,211130.0,1007449,32.194099823217,-93.483864617011,Direct Point Emitters,other
1007476.0,,2023.0,Lime Rock Resources Fort Worth Syncline (420),1111 Bagby Street Suite 4600,Houston,TX,77002,,LIME ROCK RESOURCES A LP,1111 Bagby St Suite 4600,Houston,TX,77002,100.0,211120.0,1007476,32.02786,-102.09198,Onshore Oil & Gas Prod.,other
1007479.0,,2023.0,ConocoPhillips Permian (430),925 N. Eldridge Parkway,Houston,TX,77079,,CONOCOPHILLIPS,925 N Eldridge Pkwy,Houston,TX,77079,100.0,211120.0,1007479,32.02786,-102.09198,Onshore Oil & Gas Prod.,other
1007482.0,,2023.0,ConocoPhillips' Williston (395),925 N. Eldridge Parkway,Houston,TX,77079,,CONOCOPHILLIPS,925 N Eldridge Pkwy,Houston,TX,77079,100.0,211120.0,1007482,32.02808,-102.09109,Onshore Oil & Gas Prod.,other
1007484.0,,2023.0,San Juan Basin (580),1111 Travis St,Houston,TX,77002,,HILCORP ENERGY CO,1111 Travis St,Houston,TX,77002,100.0,211130.0,1007484,36.759,-108.16097,Onshore Oil & Gas Prod.,other
1007485.0,,2023.0,"ConocoPhillips Gulf Coast Basin 220, Production",925 N. Eldridge Parkway,Houston,TX,77079,,CONOCOPHILLIPS,925 N Eldridge Pkwy,Houston,TX,77079,100.0,211120.0,1007485,29.78754,-95.61767,Onshore Oil & Gas Prod.,other
1007496.0,110071160883.0,2023.0,ALLISON GAS PLANT,16298 Co. Rd. EE,Allison,TX,79003,WHEELER COUNTY,PRODUCERS MIDSTREAM II LLC,"3500 Maple Ave., Suite 700",Dallas,TX,75219,100.0,211130.0,1007496,35.60785,-100.10148,Direct Point Emitters,other
1007537.0,110071159270.0,2023.0,Halley Plant / Compressor Station,10 Mi. S. of Kermit on St. Hwy 18,Kermit,TX,79745,WINKLER COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100.0,211130.0,1007537,31.747395,-102.851484,Direct Point Emitters,ENERGY TRANSFER LP
1007569.0,110071160642.0,2023.0,Connecticut Natural Gas Company,76 Meadow Street,East Hartford,CT,6108,HARTFORD COUNTY,AVANGRID INC,180 Marsh Hill Road,Orange,CT,06477,100.0,221210.0,1007569,41.76135,-72.65664,LDC - Direct Emissions,other
1007572.0,110071160090.0,2023.0,Chattanoga Gas Company,2207 Olan Mills Drive,Chattanooga,TN,37421,HAMILTON COUNTY,THE SOUTHERN CO,"30 Ivan Allen Jr Boulevard Nw, Suite 1407",Atlanta,GA,30308-3008,100.0,221210.0,1007572,35.05026,-85.18439,LDC - Direct Emissions,other
1007602.0,110071160155.0,2023.0,South Jersey Gas Company,One South Jersey Plaza,Folsom,NJ,8037,ATLANTIC COUNTY,SOUTH JERSEY INDUSTRIES INC,1 South Jersey Plaza,Folsom,NJ,08037,100.0,221210.0,1007602,39.643728,-74.757115,LDC - Direct Emissions,other
1007657.0,110010381256.0,2023.0,Hatters Pond Gas Plant,1340 Radcliff Road,Creola,AL,36525,MOBILE COUNTY,HILCORP ENERGY CO,1111 Travis St,Houston,TX,77002,100.0,211130.0,1007657,30.89274,-88.067093,Direct Point Emitters,other
1007777.0,,2023.0,EP Energy E&P 430 Permian Basin,"601 Travis Street, Suite 1400",Houston,TX,77002,,EP ENERGY CORP,"601 Travis Street, Suite 1400",Houston,TX,77002,100.0,211130.0,1007777,29.75816,-95.36782,Onshore Oil & Gas Prod.,other
1007779.0,,2023.0,Tippett Gas Plant,,McCamey,TX,76943,Crockett,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100.0,211130.0,1007779,31.037615,-102.222303,Direct Point Emitters,ENERGY TRANSFER LP
1007807.0,,2023.0,BADAMI DEVELOPMENT FACILITY,"70.151006 N, -147.097267 W",Badami Unit,AK,99734,,SAVANT ALASKA LLC,"188 West Northern Lights Blvd, Suite 510",ANCHORAGE,AK,99503,100.0,211120.0,1007807,70.150997,-147.097369,Onshore Oil & Gas Prod.,other
1007821.0,110018856950.0,2023.0,Cashion Gas Plant,12650 S Council Rd,Cashion,OK,73016,LOGAN COUNTY,UNIT CORP,8200 South Unit Drive,Tulsa,OK,74132,100.0,211130.0,1007821,35.74779,-97.65616,Direct Point Emitters,other
1007828.0,110071161490.0,2023.0,Elk River Public Utility District,217 South Jackson Street,Tullahoma,TN,37388,COFFEE COUNTY,ELK RIVER PUBLIC UTILITY DISTRICT,217 S Jackson St,Tullahoma,TN,37388,100.0,221210.0,1007828,35.360512,-86.210315,LDC - Direct Emissions,other
1007849.0,110071160721.0,2023.0,Washington Gas Light Company (MD),6801 Industrial Road,Springfield,VA,22151,FAIRFAX COUNTY,ALTAGAS SERVICES (US) INC,"1411 3Rd Street, Suite A",Port Huron,MI,48060,100.0,221210.0,1007849,38.79844,-77.1793,LDC - Direct Emissions,other
1007850.0,110071160723.0,2023.0,Washington Gas Light Company (VA),6801 Industrial Rd,Springfield,VA,22151,FAIRFAX COUNTY,ALTAGAS SERVICES (US) INC,"1411 3Rd Street, Suite A",Port Huron,MI,48060,100.0,221210.0,1007850,38.79844,-77.1793,LDC - Direct Emissions,other
1007865.0,110033178175.0,2023.0,Northridge Gas Plant,,Calvin,OK,74531,HUGHES COUNTY,ENLINK MIDSTREAM LLC,"1722 Routh Street, Suite 1300",Dallas,TX,75201,100.0,211130.0,1007865,34.8527,-96.229,Direct Point Emitters,other
1007872.0,110071161198.0,2023.0,Atlanta Gas Light Company,Ten Peachtree Place,Atlanta,GA,30309,FULTON COUNTY,THE SOUTHERN CO,"30 Ivan Allen Jr Boulevard Nw, Suite 1407",Atlanta,GA,30308-3008,100.0,221210.0,1007872,33.797114,-84.380489,LDC - Direct Emissions,other
1007903.0,110071160975.0,2023.0,Velma Gas Plant,,VELMA,OK,73491,STEPHENS COUNTY,TARGA RESOURCES CORP,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130.0,1007903,34.4615,-97.6905,Direct Point Emitters,TARGA RESOURCES CORP
1007941.0,110071160499.0,2023.0,Cedar Falls Municipal Gas Utility,1 Utility Parkway,Cedar Falls,IA,50613,BLACK HAWK COUNTY,CEDAR FALLS UTILITIES,1 Utility Parkway,Cedar Falls,IA,50613,100.0,221210.0,1007941,42.52737,-92.44079,LDC - Direct Emissions,other
1008009.0,110043789040.0,2023.0,Harmony Compressor Station,170 North Smyrna Rd.,Searcy,AR,72143,WHITE COUNTY,MERIT ENERGY CO LLC,"13727 Noel Road, Suite 500",Dallas,TX,75240,100.0,211130.0,1008009,35.255486,-91.844772,Direct Point Emitters,other
1008026.0,110071160130.0,2023.0,Ameren Illinois,300 Liberty Street,Peoria,IL,61602,PEORIA COUNTY,AMEREN CORP,1901 Chouteau Avenue,St. Louis,MO,63101,100.0,221210.0,1008026,40.69045,-89.5924,LDC - Direct Emissions,other
1008031.0,110043785286.0,2023.0,Carter Creek,,Evanston,WY,82930,CONTRA COSTA COUNTY,HILCORP ENERGY CO,1111 Travis St,Houston,TX,77002,100.0,211130.0,1008031,41.572,-110.913,Direct Point Emitters,other
1008051.0,110071160416.0,2023.0,"Range Resources - Appalachia, LLC - Basin 160A",3000 Town Center Boulevard,Canonsburg,PA,15317,WASHINGTON COUNTY,RANGE RESOURCES CORP,"100 Throckmorton Street, 12Th Floor",Fort Worth,TX,76102,100.0,211130.0,1008051,36.71,-81.98,Onshore Oil & Gas Prod.,other
1008052.0,,2023.0,DJR Operating - San Juan Basin Oil and Gas Production,1600 Broadway Suite 1960,Denver,CO,80202,,DJR ENERGY LLC,1 Road 3263,Aztec,NM,87410,100.0,211120.0,1008052,32.91415,-96.74484,Onshore Oil & Gas Prod.,other
1008053.0,,2023.0,Own Resources Operating LLC,36695 US-385,Wray,CO,80758,,OWN RESOURCES OPERATING LLC,36695 US-385 PO Box 250,Wray,CO,80758,100.0,211130.0,1008053,45.78413,-108.56738,Onshore Oil & Gas Prod.,other
1008062.0,,2023.0,Belfield Gas Plant,"38th St. SW, 131 St. SW",Belfield,ND,58622,,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100.0,211130.0,1008062,46.86071,-103.215,Direct Point Emitters,other
1008066.0,,2023.0,"Jordan Development Company, LLC",1503 Garfield Road N.,Traverse City,MI,49696,,JORDAN DEVELOPMENT CO LLC,1503 Garfield Road N,Traverse City,MI,49696,100.0,211130.0,1008066,44.70733,-85.59552,Onshore Oil & Gas Prod.,other
1008078.0,,2023.0,XTO Energy Inc 507 Central Western Overthrust,210 Park Ave Suite 2240,Oklahoma City,OK,73102,,EXXON MOBIL CORP,5959 Las Colinas Blvd.,Irving,TX,75039,100.0,211130.0,1008078,39.55068,-104.86584,Onshore Oil & Gas Prod.,EXXON MOBIL CORP
1008079.0,,2023.0,XTO Energy Inc 260 East Texas,6141 Paluxy drive,Tyler,TX,75703,,EXXON MOBIL CORP,5959 Las Colinas Blvd.,Irving,TX,75039,100.0,211130.0,1008079,32.2556612,-95.3207069,Onshore Oil & Gas Prod.,EXXON MOBIL CORP
1008086.0,,2023.0,"Uinta Wax Operating, LLC","5128 Apache Plume Road, Suite 300",Fort Worth,TX,76109,,CRESCENT POINT ENERGY US CORP,555 17Th Street,Denver,CO,80202,100.0,211120.0,1008086,39.74497,-104.98943,Onshore Oil & Gas Prod.,other
1008087.0,,2023.0,Bayswater Exploration & Production Denver Basin (540) Operations,"730 17th Street, Suite 610",Denver,CO,80202,,BAYSWATER EXPLORATION & PRODUCTION LLC,730 17Th St #500,Denver,CO,80202,100.0,211120.0,1008087,39.7466,-104.99159,Onshore Oil & Gas Prod.,other
1008092.0,,2023.0,EP Energy E&P 220 Gulf Coast Basin,"945 Bunker Hill Road, Ste 1300",Houston,TX,77024,,EP ENERGY CORP,"601 Travis Street, Suite 1400",Houston,TX,77002,100.0,211130.0,1008092,29.75816,-95.36782,Onshore Oil & Gas Prod.,other
1008098.0,110071159426.0,2023.0,City of Mesa,640 N. Mesa Drive,Mesa,AZ,85211,MARICOPA COUNTY,CITY OF MESA ARIZONA,20 E. Main Street,Mesa,AZ,85201,100.0,221210.0,1008098,33.418052,-111.831391,LDC - Direct Emissions,other
1008111.0,,2023.0,ConocoPhillips Alaska Inc - KRU-ALP Fields,ATO 1220 PO Box 100360,Anchorage,AK,99510,,CONOCOPHILLIPS,925 N Eldridge Pkwy,Houston,TX,77079,100.0,211120.0,1008111,70.289666,-149.884468,Onshore Oil & Gas Prod.,other
1008113.0,110037944829.0,2023.0,MurphyE&P-220,9805 Katy Freeway Suite G-200,Houston,TX,77024,HARRIS COUNTY,MURPHY OIL CORP,"9805 Katy Freeway, Suite G200",Houston,TX,77024,100.0,211120.0,1008113,29.7854,-95.66598,Onshore Oil & Gas Prod.,other
1008116.0,,2023.0,XTO Energy Inc 160A Appalachian E Overthrust,190 Thorn Hill Road,Warrendale,PA,15086,,EXXON MOBIL CORP,5959 Las Colinas Blvd.,Irving,TX,75039,100.0,211130.0,1008116,40.67191,-80.11471,Onshore Oil & Gas Prod.,EXXON MOBIL CORP
1008122.0,,2023.0,Kaiser-Francis Oil Company 430 Permian Basin,6733 S. Yale Ave.,Tulsa,OK,74136,,GBK CORP,6733 S. Yale Ave.,Tulsa,OK,74136,100.0,211120.0,1008122,36.06564900189,-95.920372026004,Onshore Oil & Gas Prod.,other
1008130.0,110038365426.0,2023.0,Robinson Lake Gas Plant,4498 Hwy 8,New Town,ND,58763,MOUNTRAIL COUNTY,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100.0,211130.0,1008130,48.066522,-102.353526,Direct Point Emitters,other
1008132.0,,2023.0,Stanley Booster Station,"Section 14, T155N, R91W",Stanley,ND,58784,,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100.0,486210.0,1008132,48.3271267,-102.4288062,Direct Point Emitters,other
1008134.0,,2023.0,Ovintiv USA Inc. 350.South Oklahoma Folded Belt,"4 Waterway Square Place, Ste 100",The Woodlands,TX,77380,,OVINTIV INC,370 17Th St #1700,Denver,CO,80202,100.0,211120.0,1008134,30.16047,-95.455938,Onshore Oil & Gas Prod.,other
1008139.0,110022872159.0,2023.0,North Shore CENTRAL WESTERN OVERTHRUST,"13727 NOEL ROAD, SUITE 1200",DALLAS,TX,75240,DALLAS COUNTY,NORTH SHORE E&P,"105 Edgeview Dr., Suite 400",Broomfield,CO,80021,100.0,211130.0,1008139,32.93476,-96.81801,Gathering & Boosting,other
1008141.0,,2023.0,Oxy Permian Basin - 430,6001 Deauville Blvd,Midland,TX,79706,,OCCIDENTAL PETROLEUM CORP,"5 Greenway Plaza, Suite 110",Houston,TX,77046,100.0,211120.0,1008141,32.02994,-102.08741,Onshore Oil & Gas Prod.,other
1008163.0,,2023.0,Berry Petroleum Company - San Joaquin Basin 745,11117 River Run Blvd.,Bakersfield,CA,93311,,BERRY CORP (BRY),11117 River Run Blvd.,Bakersfield,CA,93311,100.0,211120.0,1008163,39.7483,-104.9874,Onshore Oil & Gas Prod.,other
1008167.0,,2023.0,Berry Petroleum Company - Uinta Basin 575,"1999 Broadway, Suite 3700",Denver,CO,80202,,BERRY CORP (BRY),"16000 Dallas Parkway, Suite 500",Dallas,TX,75248,100.0,211120.0,1008167,39.7483,-104.9874,Onshore Oil & Gas Prod.,other
1008170.0,,2023.0,Dominion Energy Wexpro - Central Western Overthrust (Prod),1140 West 200 South,Salt Lake City,UT,84101,,DOMINION ENERGY INC,120 Tredegar St,Richmond,VA,23219,100.0,211130.0,1008170,40.76497,-111.92439,Onshore Oil & Gas Prod.,other
1008172.0,110071160606.0,2023.0,"Hilcorp North Slope, 890 - Arctic Slope Basin",,Prudhoe Bay,AK,99734,NORTH SLOPE BOROUGH,HILCORP ENERGY CO,1111 Travis Street,Houston,TX,77002,100.0,211120.0,1008172,70.300735,-148.37037,Onshore Oil & Gas Prod.,other
1008173.0,,2023.0,Marathon Oil Company - Williston Basin (AAPG Basin 395),3172 Highway 22 North,Dickinson,ND,58601,,MARATHON OIL CORP,5555 San Felipe Street,Houston,TX,77056,100.0,211120.0,1008173,46.95245,-102.78972,Onshore Oil & Gas Prod.,other
1008190.0,,2023.0,West Bay,4161 Legion Dr,Mason,MI,48854,,WEST BAY EXPLORATION CO,13685 S.W Bayshore,Traverse City,MI,49684,100.0,211120.0,1008190,42.59398,-84.46929,Onshore Oil & Gas Prod.,other
1008202.0,,2023.0,Denver Basin - AAPG Province 540,1099 18th St. #1800,Denver,CO,80202,,OCCIDENTAL PETROLEUM CORP,"5 Greenway Plaza, Suite 110",Houston,TX,77046,100.0,211120.0,1008202,39.74933,-104.99275,Onshore Oil & Gas Prod.,other
1008203.0,,2023.0,Powder River Basin - AAPG Province 515,1099 18th St. #1800,Denver,CO,80202,,OCCIDENTAL PETROLEUM CORP,"5 Greenway Plaza, Suite 110",Houston,TX,77046,100.0,211120.0,1008203,39.74933,-104.99275,Onshore Oil & Gas Prod.,other
1008217.0,110001348024.0,2023.0,Roberts Ranch Gas Plant,,Midkiff,TX,79755,MIDLAND COUNTY,ENBRIDGE (US) INC,5426 Westheimer Court,Houston,TX,77056,13.2,211130.0,1008217,31.7822,-102.2472,Direct Point Emitters,PHILLIPS 66
1008219.0,,2023.0,"EOG Resources, Inc.220 Gulf Coast basin","1111 Bagby St, Sky Lobby 2",Houston,TX,77002,,EOG RESOURCES INC,1111 Bagby Street - Sky Lobby 2,Houston,TX,77002,100.0,211120.0,1008219,29.75894,-95.37096,Onshore Oil & Gas Prod.,EOG RESOURCES INC
1008224.0,,2023.0,WildFire Energy Operating LLC,920 Memorial City Way,Houston,TX,77024,,APA CORP,"2000 Post Oak Blvd, Suite 100",Houston,TX,77056,100.0,211130.0,1008224,29.74592,-95.55962,Onshore Oil & Gas Prod.,other
1008241.0,110034220750.0,2023.0,Unit Petroleum 783 Anadarko Basin,8200 S Unit Drive,Tulsa,OK,74132,,UNIT CORP,8200 South Unit Drive,Tulsa,OK,74132,100.0,211120.0,1008241,36.05967,-95.95785,Onshore Oil & Gas Prod.,other
1008248.0,,2023.0,Kinder Morgan Production 430 Permian Basin,500 West Illinois,Midland,TX,79701,,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100.0,211120.0,1008248,31.99954,-102.0797,Onshore Oil & Gas Prod.,KINDER MORGAN INC
1008270.0,110055512805.0,2023.0,Basin 540 Denver Julesburg - Noble Energy Inc.,1001 Noble Energy Way,Houston,TX,77070,HARRIS COUNTY,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100.0,211130.0,1008270,29.960188,-95.558799,Onshore Oil & Gas Prod.,other
1008275.0,,2023.0,XTO Energy Inc 395 Williston,321-22nd Ave. East,Williston,ND,58801,,EXXON MOBIL CORP,5959 Las Colinas Blvd.,Irving,TX,75039,100.0,211130.0,1008275,39.55068,-104.86584,Onshore Oil & Gas Prod.,EXXON MOBIL CORP
1008287.0,,2023.0,360 Anadarko Basin DEC,333 West Sheridan Ave,Oklahoma City,OK,73102,,DEVON ENERGY CORP,333 West Sheridan Avenue,Oklahoma City,OK,73102,100.0,211120.0,1008287,35.466697,-97.51453,Onshore Oil & Gas Prod.,other
1008289.0,,2023.0,420 Fort Worth Syncline BKV - Production,1209 CR 1304,Bridgeport,TX,76426,,BKV CORP,1200 17th STREET,DENVER,CO,80202,100.0,211120.0,1008289,35.466697,-97.51453,Onshore Oil & Gas Prod.,other
1008290.0,110014409684.0,2023.0,430 Permian Basin DEC,333 West Sheridan Ave,Oklahoma City,OK,73102,OKLAHOMA COUNTY,DEVON ENERGY CORP,333 West Sheridan Avenue,Oklahoma City,OK,73102,100.0,211120.0,1008290,35.466697,-97.51453,Onshore Oil & Gas Prod.,other
1008293.0,,2023.0,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),990 Town & Country Blvd,Houston,TX,77024,,MARATHON OIL CORP,5555 San Felipe Street,Houston,TX,77056,100.0,211120.0,1008293,29.54584,-98.58896,Onshore Oil & Gas Prod.,other
1008296.0,,2023.0,Caerus Piceance LLC,"120 North Railroad Avenue, Suite D",Parachute,CO,81635,,CAERUS OIL & GAS LLC,"1001 17Th St, Suite 1600",Denver,CO,80202,100.0,211130.0,1008296,39.74454,-104.98486,Onshore Oil & Gas Prod.,other
1008298.0,110037097469.0,2023.0,XPR Resources LLC,"6000 TOWN CENTER BOULEVARD SOUTHPOINTE I, SUITE 345",CANONSBURG,PA,15317,DENVER COUNTY,XPR RESOURCES LLC,6000 Town Center Blvd,Canonsburg,PA,15317,100.0,211130.0,1008298,39.74846,-104.99402,Gathering & Boosting,other
1008299.0,,2023.0,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",12012 WICKCHESTER SUITE 300,HOUSTON,TX,77079,,LAMBDA ENERGY RESOURCES LLC,"12012 Wickchester Lane, Suite 300",Houston,TX,77079,100.0,211130.0,1008299,32.93476,-96.81801,Onshore Oil & Gas Prod.,other
1008308.0,,2023.0,"Shadow Wolf Energy, LLC. - Los Angeles Basin 760",25121 N. Sierra Hwy.,Newhall,CA,91321,,"Shadow Wolf Energy, LLC",25121 North Sierra Highway,Santa Clarita,CA,91321,100.0,211120.0,1008308,34.3677169,-118.4747173,Onshore Oil & Gas Prod.,other
1008331.0,,2023.0,Ovintiv USA Inc - Permian Basin,"370 17th Street, Suite 1700",Denver,CO,80202,,OVINTIV INC,370 17Th St #1700,Denver,CO,80202,100.0,211120.0,1008331,39.7541032,-105.0002242,Onshore Oil & Gas Prod.,other
1008346.0,,2023.0,Aera Energy San Joaquin Basin,10000 Ming Avenue,Bakersfield,CA,93311,,"Oaktree Capital Group, LLC","333 South Grand Ave., 28th Floor",Los Angeles,CA,90071,9.6,211120.0,1008346,35.1268513,-119.1855785,Onshore Oil & Gas Prod.,other
1008348.0,,2023.0,Trendwell Energy Corporation,"10 E. Bridge St, Suite 200",Rockford,MI,49341,,TRENDWELL ENERGY CORP,"10 E. Bridge Street, Suite 200",Rockford,MI,49341,100.0,211130.0,1008348,43.119775,-85.561689,Onshore Oil & Gas Prod.,other
1008350.0,,2023.0,"EOG Resources, Inc. 160A Appalachian basin (Eastern Overthrust area)",1111 Bagby St. Sky Lobby 2,Houston,TX,77002,,EOG RESOURCES INC,1111 Bagby Street - Sky Lobby 2,Houston,TX,77002,100.0,211120.0,1008350,29.752554,-95.3704009,Onshore Oil & Gas Prod.,EOG RESOURCES INC
